Nome Original,Nome Traduzido
"Lamb, frenched cutlet/rack, fully-trimmed, boiled, casseroled, microwaved, poached, steamed, or stewed, with or without added fat","Carne de cordeiro, costeleta/rack francês, totalmente aparada, cozida, em forma de ensopado, no micro-ondas, escalfada, cozida no vapor ou guisada, com ou sem gordura adicionada"
"Lamb, frenched cutlet/rack, fully-trimmed, breadcrumb coating, baked, roasted, fried, grilled or BBQ'd, no added fat","Carne de cordeiro, costeleta/rack francês, totalmente desossada, empanada, assada, grelhada ou churrasqueada, sem gordura adicionada  "
"Lamb, frenched cutlet/rack, fully-trimmed, breadcrumb coating, baked, roasted, fried, grilled or BBQ'd, fat not further defined","Carne de cordeiro, costeleta/rack francês, totalmente desossada, empanada, assada, grelhada ou churrasqueada, gordura não definida  "
"Lamb, frenched cutlet/rack, semi-trimmed, raw","Carne de cordeiro, costeleta/rack francês, semi-desossada, crua  "
"Lamb, frenched cutlet/rack, semi-trimmed, baked, roasted, fried, grilled or BBQ'd, no added fat","Carne de cordeiro, costeleta/rack francês, semi-desossada, assada, grelhada ou churrasqueada, sem gordura adicionada  "
"Lamb, frenched cutlet/rack, semi-trimmed, baked, roasted, fried, grilled or BBQ'd, fat not further defined","Carne de cordeiro, costeleta/rack francês, semi-desossada, assada, grelhada ou churrasqueada, gordura não definida"
"Lamb, frenched cutlet/rack, semi-trimmed, breadcrumb coating, baked, roasted, fried, grilled or BBQ'd, fat not further defined","Cordeiro, costeleta/rack francês, semi-limpo, empanado, assado, grelhado, frito ou na churrasqueira, gordura não definida  "
"Lamb, frenched cutlet/rack, untrimmed, raw","Cordeiro, costeleta/rack francês, sem limpeza, cru  "
"Lamb, frenched cutlet/rack, untrimmed, baked, roasted, fried, grilled or BBQ'd, no added fat","Cordeiro, costeleta/rack francês, sem limpeza, assado, grelhado, frito ou na churrasqueira, sem gordura adicionada  "
"Lamb, frenched cutlet/rack, untrimmed, baked, roasted, fried, grilled or BBQ'd, fat not further defined","Cordeiro, costeleta/rack francês, sem limpeza, assado, grelhado, frito ou na churrasqueira, gordura não definida  "
"Lamb, kebab, baked, roasted, fried, grilled or BBQ'd, no added fat, no added marinade","Cordeiro, kebab, assado, grelhado, frito ou na churrasqueira, sem gordura adicionada, sem marinada adicionada"
"Lamb, kebab, marinated, baked, roasted, fried, grilled or BBQ'd, fat not further defined","Carne de cordeiro, kebab, marinado, assado, torrado, frito, grelhado ou na churrasqueira, gordura não definida  "
"Lamb, leg (leg roast, mini roast, chump chop), separable fat, raw","Carne de cordeiro, perna (perna assada, mini assado, costeleta de perna), gordura separável, crua  "
"Lamb, leg (leg roast, mini roast, chump chop), separable fat, baked or roasted, no added fat","Carne de cordeiro, perna (perna assada, mini assado, costeleta de perna), gordura separável, assada ou torrada, sem gordura adicionada  "
"Lamb, leg roast, separable lean, raw","Carne de cordeiro, perna assada, magra separável, crua  "
"Lamb, leg roast, separable lean, baked or roasted, no added fat","Carne de cordeiro, perna assada, magra separável, assada ou torrada, sem gordura adicionada"
"Lamb, leg roast, fully-trimmed, raw","Carne de cordeiro, perna assada, totalmente desossada, crua  "
"Lamb, leg roast, fully-trimmed, baked or roasted, no added fat","Carne de cordeiro, perna assada, totalmente desossada, assada ou grelhada, sem gordura adicionada  "
"Lamb, leg roast, semi-trimmed, raw","Carne de cordeiro, perna assada, semi-desossada, crua  "
"Lamb, leg roast, semi-trimmed, baked or roasted, no added fat","Carne de cordeiro, perna assada, semi-desossada, assada ou grelhada, sem gordura adicionada  "
"Lamb, leg roast, untrimmed, raw","Carne de cordeiro, perna assada, sem desossa, crua"
"Lamb, leg roast, untrimmed, baked or roasted, no added fat","Carne de cordeiro, perna assada, sem aparar, assada ou grelhada, sem gordura adicionada  "
"Lamb, loin chop, separable lean, raw","Carne de cordeiro, costeleta de lombo, magra separável, crua  "
"Lamb, loin chop, separable lean, grilled or BBQ'd, no added fat","Carne de cordeiro, costeleta de lombo, magra separável, grelhada ou na churrasqueira, sem gordura adicionada  "
"Lamb, loin chop, fully-trimmed, raw","Carne de cordeiro, costeleta de lombo, totalmente aparada, crua  "
"Lamb, loin chop, fully-trimmed, baked, roasted, fried, grilled or BBQ'd, no added fat","Carne de cordeiro, costeleta de lombo, totalmente aparada, assada, grelhada, frita ou na churrasqueira, sem gordura adicionada"
"Lamb, loin chop, semi-trimmed, raw","Carne de cordeiro, costeleta de lombo, semi-desengordurada, crua  "
"Lamb, loin chop, semi-trimmed, baked, roasted, fried, grilled or BBQ'd, no added fat","Carne de cordeiro, costeleta de lombo, semi-desengordurada, assada, tostada, frita, grelhada ou na churrasqueira, sem gordura adicionada  "
"Lamb, loin chop, semi-trimmed, baked, roasted, fried, grilled or BBQ'd, fat not further defined","Carne de cordeiro, costeleta de lombo, semi-desengordurada, assada, tostada, frita, grelhada ou na churrasqueira, gordura não definida  "
"Lamb, loin chop, untrimmed, raw","Carne de cordeiro, costeleta de lombo, não desengordurada, crua  "
"Lamb, loin chop, untrimmed, baked, roasted, fried, grilled or BBQ'd, no added fat","Carne de cordeiro, costeleta de lombo, não desengordurada, assada, tostada, frita, grelhada ou na churrasqueira, sem gordura adicionada"
"Lamb, loin chop, untrimmed, baked, roasted, fried, grilled or BBQ'd, fat not further defined","Carneiro, costeleta de lombo, sem aparar, assada, assada no forno, frita, grelhada ou na churrasqueira, gordura não definida  "
"Lamb, loin, separable fat, raw","Carneiro, lombo, gordura separável, crua  "
"Lamb, loin, separable fat, grilled or BBQ'd, no added fat","Carneiro, lombo, gordura separável, grelhada ou na churrasqueira, sem gordura adicionada  "
"Lamb, mince, raw","Carneiro, moído, cru  "
"Lamb, mince, baked, roasted, fried, stir-fried, grilled or BBQ'd, no added fat","Carneiro, moído, assado, assado no forno, frito, refogado, grelhado ou na churrasqueira, sem gordura adicionada"
"Lamb, mince, baked, roasted, fried, stir-fried, grilled or BBQ'd, fat not further defined","Carne de cordeiro, moída, assada, torrada, frita, refogada, grelhada ou na churrasqueira, gordura não definida  "
"Lamb, mini roast, separable lean, raw","Carne de cordeiro, mini assado, magra separável, crua  "
"Lamb, mini roast, separable lean, baked or roasted, no added fat","Carne de cordeiro, mini assado, magra separável, assada ou torrada, sem gordura adicionada  "
"Lamb, mini roast, fully-trimmed, raw","Carne de cordeiro, mini assado, totalmente desengordurada, crua  "
"Lamb, mini roast, fully-trimmed, baked or roasted, no added fat","Carne de cordeiro, mini assado, totalmente desengordurada, assada ou torrada, sem gordura adicionada"
"Lamb, mini roast, semi-trimmed, raw","Carne de cordeiro, assado mini, semi-desengordurado, cru  "
"Lamb, mini roast, semi-trimmed, baked or roasted, no added fat","Carne de cordeiro, assado mini, semi-desengordurado, assado ou grelhado, sem gordura adicionada  "
"Lamb, mini roast, untrimmed, raw","Carne de cordeiro, assado mini, não desengordurado, cru  "
"Lamb, mini roast, untrimmed, baked or roasted, no added fat","Carne de cordeiro, assado mini, não desengordurado, assado ou grelhado, sem gordura adicionada  "
"Lamb, rib, cooked, with or without added fat","Carne de cordeiro, costela, cozida, com ou sem gordura adicionada"
"Lamb, roasting cuts, fully-trimmed, raw","Carne de cordeiro, cortes para assar, totalmente desengordurados, cru  "
"Lamb, roasting cuts, fully-trimmed, baked or roasted, no added fat","Carne de cordeiro, cortes para assar, totalmente desengordurados, assado ou grelhado, sem gordura adicionada  "
"Lamb, roasting cuts, fully-trimmed, boiled, casseroled, microwaved, poached, steamed or stewed, no added fat","Carne de cordeiro, cortes para assar, totalmente desengordurados, cozido, ensopado, no micro-ondas, escalfado, cozido no vapor ou guisado, sem gordura adicionada  "
"Lamb, roasting cuts, semi-trimmed, raw","Carne de cordeiro, cortes para assar, semi-desengordurados, cru  "
"Lamb, roasting cuts, semi-trimmed, baked or roasted, no added fat","Carne de cordeiro, cortes para assar, semi-desengordurados, assado ou grelhado, sem gordura adicionada"
"Lamb, roasting cuts, untrimmed, raw","Carne de cordeiro, cortes para assar, sem aparar, cru  "
"Lamb, roasting cuts, untrimmed, baked or roasted, no added fat","Carne de cordeiro, cortes para assar, sem aparar, assado ou grelhado, sem gordura adicionada  "
"Lamb, roasting cuts, untrimmed, boiled, casseroled, microwaved, poached, steamed or stewed, no added fat","Carne de cordeiro, cortes para assar, sem aparar, cozido, ensopado, no micro-ondas, escalfado, cozido no vapor ou guisado, sem gordura adicionada  "
"Lamb, rump, separable lean, raw","Carne de cordeiro, coxão, magro separável, cru  "
"Lamb, rump, separable lean, grilled or BBQ'd, no added fat","Carne de cordeiro, coxão, magro separável, grelhado ou na churrasqueira, sem gordura adicionada"
"Lamb, shank, fully-trimmed, raw","Carne de cordeiro, perna, totalmente desossada, crua  "
"Lamb, shank, fully-trimmed, baked, roasted, fried, grilled or BBQ'd, no added fat","Carne de cordeiro, perna, totalmente desossada, assada, grelhada, frita ou na churrasqueira, sem gordura adicionada  "
"Lamb, shank, fully-trimmed, baked, roasted, fried, grilled or BBQ'd, fat not further defined","Carne de cordeiro, perna, totalmente desossada, assada, grelhada, frita ou na churrasqueira, gordura não definida  "
"Lamb, shank, fully-trimmed, boiled, casseroled, microwaved, poached, steamed, or stewed, with or without added fat","Carne de cordeiro, perna, totalmente desossada, cozida, ensopada, no micro-ondas, pochê, cozida no vapor ou guisada, com ou sem gordura adicionada  "
"Lamb, shank, semi-trimmed, raw","Carne de cordeiro, perna, semi-desossada, crua"
"Lamb, shank, semi-trimmed, baked, roasted, fried, grilled or BBQ'd, no added fat","Carne de cordeiro, perna, semi-desengordurada, assada, grelhada, frita, grelhada ou na churrasqueira, sem gordura adicionada  "
"Lamb, shank, semi-trimmed, boiled, casseroled, microwaved, poached, steamed or stewed, no added fat","Carne de cordeiro, perna, semi-desengordurada, cozida, em ensopado, no micro-ondas, escalfada, cozida no vapor ou guisada, sem gordura adicionada  "
"Lamb, shank, semi-trimmed, boiled, casseroled, microwaved, poached, steamed or stewed, fat not further defined","Carne de cordeiro, perna, semi-desengordurada, cozida, em ensopado, no micro-ondas, escalfada, cozida no vapor ou guisada, gordura não definida  "
"Lamb, shank, untrimmed, raw","Carne de cordeiro, perna, não desengordurada, crua  "
"Lamb, shank, untrimmed, baked, roasted, fried, grilled or BBQ'd, fat not further defined","Carne de cordeiro, perna, não desengordurada, assada, grelhada, frita, grelhada ou na churrasqueira, gordura não definida"
"Lamb, shank, untrimmed, boiled, casseroled, microwaved, poached, steamed, or stewed, no added fat","Carne de cordeiro, perna, sem aparar, cozida, assada, no micro-ondas, pochê, cozida no vapor ou ensopada, sem gordura adicionada  "
"Lamb, shank, untrimmed, boiled, casseroled, microwaved, poached, steamed or stewed, fat not further defined","Carne de cordeiro, perna, sem aparar, cozida, assada, no micro-ondas, pochê, cozida no vapor ou ensopada, gordura não definida  "
"Lamb, steak, separable lean, raw","Carne de cordeiro, bife, magra separável, crua  "
"Lamb, steak, separable lean, baked or roasted, no added fat","Carne de cordeiro, bife, magra separável, assada ou grelhada, sem gordura adicionada  "
"Lamb, steak, fully-trimmed, raw","Carne de cordeiro, bife, totalmente aparada, crua"
"Lamb, steak, fully-trimmed, baked, roasted, fried, grilled or BBQ'd, no added fat","Carne de cordeiro, bife, totalmente desengordurado, assado, tostado, frito, grelhado ou na churrasqueira, sem gordura adicionada  "
"Lamb, steak, fully-trimmed, baked, roasted, fried, grilled or BBQ'd, fat not further defined","Carne de cordeiro, bife, totalmente desengordurado, assado, tostado, frito, grelhado ou na churrasqueira, gordura não definida  "
"Lamb, steak, semi-trimmed, raw","Carne de cordeiro, bife, semi-desengordurado, cru  "
"Lamb, steak, semi-trimmed, baked, roasted, fried, grilled or BBQ'd, no added fat","Carne de cordeiro, bife, semi-desengordurado, assado, tostado, frito, grelhado ou na churrasqueira, sem gordura adicionada  "
"Lamb, steak, untrimmed, raw","Carne de cordeiro, bife, sem desengordurar, cru"
"Lamb, steak, untrimmed, baked, roasted, fried, grilled or BBQ'd, no added fat","Carne de cordeiro, bife, sem aparar, assado, torrado, frito, grelhado ou na churrasqueira, sem gordura adicionada  "
"Lamb, stir-fry strips, separable lean, raw","Carne de cordeiro, tiras para refogar, magras separáveis, cruas  "
"Lamb, stir-fry strips, separable lean, fried or stir fried, no added fat","Carne de cordeiro, tiras para refogar, magras separáveis, fritas ou refogadas, sem gordura adicionada  "
"Lamb, stir-fry cuts, fully-trimmed, raw","Carne de cordeiro, cortes para refogar, totalmente aparados, crus  "
"Lamb, stir-fry cuts, fully-trimmed, cooked, no added fat","Carne de cordeiro, cortes para refogar, totalmente aparados, cozidos, sem gordura adicionada"
"Lamb, stir-fry strips, fully-trimmed, raw","Carne de cordeiro, tiras para refogar, totalmente desengorduradas, cruas  "
"Lamb, stir-fry strips, fully-trimmed, baked, roasted, fried, stir-fried, grilled or BBQ'd, no added fat","Carne de cordeiro, tiras para refogar, totalmente desengorduradas, assadas, tostadas, fritas, refogadas, grelhadas ou na churrasqueira, sem gordura adicionada  "
"Lamb, stir-fry strips, fully-trimmed, baked, roasted, fried, stir-fried, grilled or BBQ'd, fat not further defined","Carne de cordeiro, tiras para refogar, totalmente desengorduradas, assadas, tostadas, fritas, refogadas, grelhadas ou na churrasqueira, gordura não definida  "
"Lamb, stir-fry strips, fully-trimmed, boiled, casseroled, microwaved, poached, steamed or stewed, with or without added fat","Carne de cordeiro, tiras para refogar, não desengorduradas, cruas  "
"Lamb, stir-fry strips, untrimmed, raw","Carne de cordeiro, tiras para refogar, totalmente desengorduradas, cozidas, em ensopado, no micro-ondas, escalfadas, no vapor ou cozidas, com ou sem gordura adicionada"
"Lamb, stir-fry strips, untrimmed, baked, roasted, fried, stir-fried, grilled or BBQ'd, no added fat","Carne de cordeiro, tiras para refogar, sem aparar, assada, tostada, frita, refogada, grelhada ou na churrasqueira, sem gordura adicionada  "
